VoterId,ElectionDate,ElectionDescription,VotingMethod
507234,11/04/2003,11/04/2003 GENERAL ELECTION,P
507234,09/10/2002,09-10-2002 STATE PRIMARY,A
507234,01/11/2005,01/11/2005 - SPEC PRI MCD MANKATO W-02,P
507234,02/15/2005,02/15/2005 - SPEC ELECT MCD MANKATO W-02,P
507234,09/12/2006,09/12/2006 - STATE PRIMARY,A
507234,04/29/2008,04/29/2008 - SD SPEC ELECT ISD 077 - MANKATO,P
507234,09/09/2008,09/09/2008 - STATE PRIMARY,P
507234,11/04/2008,11/04/2008 - STATE GENERAL,A
507234,11/02/2010,11/02/2010 - STATE GENERAL,A
507234,11/06/2012,11/06/2012 - STATE GENERAL,P
825768,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
825768,11/07/2000,STATE GENERAL,P
825768,11/03/1998,STATE GENERAL,P
825768,11/05/1996,STATE GENERAL,P
825768,11/02/2004,11/02/2004 - STATE GENERAL,P
825768,11/06/2001,SCHOOL DISTRICT ELECTIONS-2001,P
825768,11/07/2006,11/07/2006 - STATE GENERAL,P
825768,11/04/2008,11/04/2008 - STATE GENERAL,P
825768,11/02/2010,11/02/2010 - STATE GENERAL,P
825768,03/15/2011,03/15/2011 - SPEC ELECT FREEBORN CO COM 05,P
825768,11/06/2012,11/06/2012 - STATE GENERAL,A
825768,11/04/2014,11/04/2014 - STATE GENERAL,P
825768,11/08/2016,11/08/2016 - STATE GENERAL,P
718718,11/02/2004,11/02/2004 - STATE GENERAL,A
718718,09/12/2000,STATE PRIMARY ELECTION,P
718718,11/07/2000,STATE GENERAL,P
718718,01/01/2000,SPECIAL ELECTION,P
718718,11/03/1998,STATE GENERAL,P
718718,09/13/1994,STATE PRIMARY ELECTION,P
718718,11/08/1994,STATE GENERAL,P
718718,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
718718,11/07/2006,11/07/2006 - STATE GENERAL,P
718718,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
718718,11/04/2008,11/04/2008 - STATE GENERAL,P
718718,11/02/2010,11/02/2010 - STATE GENERAL,P
718718,11/06/2012,11/06/2012 - STATE GENERAL,A
718718,12/17/2012,12/17/2012 - SD SPEC ELECT ISD 173 - MOUNTAIN LAKE,P
718718,11/05/2013,11/05/2013 - SCHOOL DISTRICT GENERAL,P
718718,11/04/2014,11/04/2014 - STATE GENERAL,P
762455,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
762455,11/02/2004,11/02/2004 - STATE GENERAL,P
762455,11/07/2006,11/07/2006 - STATE GENERAL,A
762455,04/24/2007,04/24/2007 - SD SPEC ELECT ISD 204 - KASSON-MANTORVILLE,P
762455,06/19/2007,06/19/2007 - SD SPEC ELECT ISD 204 - KASSON-MANTORVILLE,P
762455,11/04/2008,11/04/2008 - STATE GENERAL,P
762455,08/10/2010,08/10/2010 - STATE PRIMARY,P
762455,11/02/2010,11/02/2010 - STATE GENERAL,P
762455,02/08/2011,02/08/2011 - SD SPEC ELECT ISD 0204 - KASSON-MANTORVILLE,P
762455,08/14/2012,08/14/2012 - STATE PRIMARY,P
762455,11/06/2012,11/06/2012 - STATE GENERAL,A
762455,11/04/2014,11/04/2014 - STATE GENERAL,P
762455,11/08/2016,11/08/2016 - STATE GENERAL,A
508313,11/02/2004,11/02/2004 - STATE GENERAL,P
508313,09/12/2000,STATE PRIMARY ELECTION,P
508313,11/07/2000,STATE GENERAL,P
508313,11/03/1998,STATE GENERAL,P
508313,11/05/1996,STATE GENERAL,P
508313,11/08/1994,STATE GENERAL,P
508313,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
508313,09/10/2002,09-10-2002 STATE PRIMARY,P
508313,01/31/2006,01/31/2006 - SPEC ELECT CITYWIDE MANKATO,P
508313,11/07/2006,11/07/2006 - STATE GENERAL,P
508313,04/29/2008,04/29/2008 - SD SPEC ELECT ISD 077 - MANKATO,P
508313,11/04/2008,11/04/2008 - STATE GENERAL,P
508313,08/10/2010,08/10/2010 - STATE PRIMARY,P
508313,11/02/2010,11/02/2010 - STATE GENERAL,P
508313,11/06/2012,11/06/2012 - STATE GENERAL,P
508313,11/08/2016,11/08/2016 - STATE GENERAL,P
762811,09/12/2000,STATE PRIMARY ELECTION,P
762811,11/07/2000,STATE GENERAL,P
762811,09/15/1998,STATE PRIMARY ELECTION,P
762811,11/04/1997,SCHOOL BOARD ELECTION,P
762811,09/10/1996,STATE PRIMARY ELECTION,P
762811,11/05/1996,STATE GENERAL,P
762811,09/13/1994,STATE PRIMARY ELECTION,P
762811,11/08/1994,STATE GENERAL,P
762811,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
762811,11/04/2003,11/04/2003 GENERAL ELECTION,P
762811,11/02/2004,11/02/2004 - STATE GENERAL,P
762811,09/10/2002,09-10-2002 STATE PRIMARY,P
762811,11/08/2005,11/08/2005 - SCHOOL DISTRICT GENERAL,P
762811,11/07/2006,11/07/2006 - STATE GENERAL,P
762811,04/24/2007,04/24/2007 - SD SPEC ELECT ISD 204 - KASSON-MANTORVILLE,P
762811,06/19/2007,06/19/2007 - SD SPEC ELECT ISD 204 - KASSON-MANTORVILLE,P
762811,09/09/2008,09/09/2008 - STATE PRIMARY,P
762811,11/04/2008,11/04/2008 - STATE GENERAL,P
762811,08/10/2010,08/10/2010 - STATE PRIMARY,P
762811,11/02/2010,11/02/2010 - STATE GENERAL,P
762811,02/08/2011,02/08/2011 - SD SPEC ELECT ISD 0204 - KASSON-MANTORVILLE,P
762811,08/14/2012,08/14/2012 - STATE PRIMARY,P
762811,11/06/2012,11/06/2012 - STATE GENERAL,P
762811,02/04/2014,02/04/2014 - SPEC ELECT DODGE CO COM 02,P
762811,05/20/2014,05/20/2014 - SD SPEC ELECT ISD 204 - KASSON-MANTORVILLE,P
762811,08/12/2014,08/12/2014 - STATE PRIMARY,P
762811,11/04/2014,11/04/2014 - STATE GENERAL,P
762811,11/08/2016,11/08/2016 - STATE GENERAL,P
826266,11/02/2004,11/02/2004 - STATE GENERAL,P
826266,11/07/2000,STATE GENERAL,P
826266,11/03/1998,SCHOOL BOARD ELECTION,P
826266,11/04/1997,SCHOOL BOARD ELECTION,P
826266,11/05/1996,STATE GENERAL,P
826266,11/08/1994,STATE GENERAL,P
826266,11/08/1994,SCHOOL BOARD ELECTION,P
826266,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
826266,09/10/2002,09-10-2002 STATE PRIMARY,P
826266,11/04/2003,11/04/2003 GENERAL ELECTION,P
826266,11/07/2006,11/07/2006 - STATE GENERAL,P
826266,09/09/2008,09/09/2008 - STATE PRIMARY,P
826266,11/04/2008,11/04/2008 - STATE GENERAL,P
826266,08/10/2010,08/10/2010 - STATE PRIMARY,P
826266,11/02/2010,11/02/2010 - STATE GENERAL,P
826266,11/06/2012,11/06/2012 - STATE GENERAL,P
826266,08/12/2014,08/12/2014 - STATE PRIMARY,P
826266,11/04/2014,11/04/2014 - STATE GENERAL,P
826266,11/08/2016,11/08/2016 - STATE GENERAL,P
508666,11/02/2004,11/02/2004 - STATE GENERAL,P
508666,11/06/2001,2001 GENERAL ELECTION,P
508666,11/07/2000,STATE GENERAL,P
508666,11/02/1999,SCHOOL BOARD ELECTION,P
508666,11/03/1998,STATE GENERAL,P
508666,11/04/1997,SCHOOL BOARD ELECTION,P
508666,11/05/1996,STATE GENERAL,P
508666,12/31/1996,SPECIAL ELECTION,P
508666,11/07/1995,SCHOOL BOARD ELECTION,P
508666,09/13/1994,STATE PRIMARY ELECTION,P
508666,11/08/1994,STATE GENERAL,P
508666,11/08/1994,SCHOOL BOARD ELECTION,P
508666,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
508666,11/08/2005,11/08/2005 - SCHOOL DISTRICT GENERAL,P
508666,01/31/2006,01/31/2006 - SPEC ELECT CITYWIDE MANKATO,P
508666,11/07/2006,11/07/2006 - STATE GENERAL,P
508666,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
508666,11/04/2008,11/04/2008 - STATE GENERAL,P
508666,11/02/2010,11/02/2010 - STATE GENERAL,P
508666,11/08/2011,11/08/2011 - SCHOOL DISTRICT GENERAL,P
508666,11/06/2012,11/06/2012 - STATE GENERAL,P
508666,11/04/2014,11/04/2014 - STATE GENERAL,P
508666,11/03/2015,11/03/2015 - SCHOOL DISTRICT GENERAL,P
508666,11/08/2016,11/08/2016 - STATE GENERAL,P
794670,09/29/2004,09/29/2004 - SPEC ELECT FARIBAULT CO COM 03,P
794670,03/09/2004,03/09/2004 TOWNSHIP ELECTION,P
794670,11/02/2004,11/02/2004 - STATE GENERAL,P
794670,09/12/2000,STATE PRIMARY ELECTION,P
794670,11/07/2000,STATE GENERAL,P
794670,11/07/2000,MUNICIPAL GENERAL,P
794670,11/02/1999,MUNICIPAL GENERAL,P
794670,12/31/1999,SPECIAL ELECTION,P
794670,09/15/1998,STATE PRIMARY ELECTION,P
794670,11/03/1998,STATE GENERAL,P
794670,11/04/1997,MUNICIPAL GENERAL,P
794670,11/04/1997,SCHOOL BOARD ELECTION,P
794670,09/10/1996,STATE PRIMARY ELECTION,P
794670,11/05/1996,STATE GENERAL,P
794670,11/05/1996,MUNICIPAL GENERAL,P
794670,11/07/1995,MUNICIPAL GENERAL,P
794670,09/13/1994,STATE PRIMARY ELECTION,P
794670,11/08/1994,STATE GENERAL,P
794670,11/08/1994,MUNICIPAL GENERAL,P
794670,11/02/1993,MUNICIPAL GENERAL,P
794670,04/02/2002,SCHOOL DISTRICT REFERENDUM ISD#2134,P
794670,03/12/2002,TOWNSHIP GENERAL 03/12/2002,P
794670,09/10/2002,09-10-2002 STATE PRIMARY,P
794670,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
794670,03/11/2003,03/11/2003 TOWNSHIP ELECTION,P
794670,03/08/2005,03/08/2005 - TOWNSHIP ELECTION,P
794670,05/24/2005,05/24/2005 - SD SPEC ELECT ISD 2134 - UNITED SOUTH CENTRAL,P
794670,12/12/2005,12/12/2005 - SD SPEC ELECT ISD 2134 - UNITED SOUTH CENTRAL,P
794670,03/14/2006,03/14/2006 - TOWNSHIP ELECTION,P
794670,09/12/2006,09/12/2006 - STATE PRIMARY,P
794670,11/07/2006,11/07/2006 - STATE GENERAL,P
794670,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 2134 - UNITED SOUTH CENTRAL,P
794670,11/04/2008,11/04/2008 - STATE GENERAL,P
794670,03/09/2010,03/09/2010 - TOWNSHIP ELECTION,P
794670,03/08/2011,03/08/2011 - TOWNSHIP ELECTION,P
794670,11/06/2012,11/06/2012 - STATE GENERAL,P
794670,11/04/2014,11/04/2014 - STATE GENERAL,P
794670,11/08/2016,11/08/2016 - STATE GENERAL,P
763569,11/07/2000,STATE GENERAL,P
763569,11/05/1996,STATE GENERAL,P
763569,11/02/2004,11/02/2004 - STATE GENERAL,P
763569,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
763569,11/07/2006,11/07/2006 - STATE GENERAL,P
763569,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
763569,11/04/2008,11/04/2008 - STATE GENERAL,P
763569,08/10/2010,08/10/2010 - STATE PRIMARY,P
763569,11/02/2010,11/02/2010 - STATE GENERAL,P
763569,11/06/2012,11/06/2012 - STATE GENERAL,P
763569,11/04/2014,11/04/2014 - STATE GENERAL,P
763569,11/08/2016,11/08/2016 - STATE GENERAL,P
542562,11/02/2004,11/02/2004 - STATE GENERAL,P
542562,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
542562,11/06/2001,2001 SCHOOL REFERENDUMS,P
542562,11/07/2000,STATE GENERAL,P
542562,11/07/2000,SCHOOL BOARD ELECTION,P
542562,09/15/1998,STATE PRIMARY ELECTION,P
542562,11/03/1998,STATE GENERAL,P
542562,12/31/1998,SPECIAL ELECTION,P
542562,09/10/1996,STATE PRIMARY ELECTION,P
542562,11/05/1996,STATE GENERAL,P
542562,11/08/1994,STATE GENERAL,P
542562,11/07/2006,11/07/2006 - STATE GENERAL,P
542562,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 088 - NEW ULM,P
542562,09/09/2008,09/09/2008 - STATE PRIMARY,P
542562,11/04/2008,11/04/2008 - STATE GENERAL,P
542562,08/10/2010,08/10/2010 - STATE PRIMARY,P
542562,11/02/2010,11/02/2010 - STATE GENERAL,P
542562,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 88 - NEW ULM,P
542562,08/14/2012,08/14/2012 - STATE PRIMARY,P
542562,11/06/2012,11/06/2012 - STATE GENERAL,P
542562,08/12/2014,08/12/2014 - STATE PRIMARY,P
542562,11/04/2014,11/04/2014 - STATE GENERAL,P
542562,08/09/2016,08/09/2016 - STATE PRIMARY,P
542562,11/08/2016,11/08/2016 - STATE GENERAL,P
509549,11/07/2000,STATE GENERAL,P
509549,01/01/2000,SPECIAL ELECTION,P
509549,11/03/1998,STATE GENERAL,P
509549,11/08/1994,STATE GENERAL,P
509549,11/02/2004,11/02/2004 - STATE GENERAL,P
509549,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
509549,11/07/2006,11/07/2006 - STATE GENERAL,P
509549,04/29/2008,04/29/2008 - SD SPEC ELECT ISD 077 - MANKATO,P
509549,11/04/2008,11/04/2008 - STATE GENERAL,P
509549,11/02/2010,11/02/2010 - STATE GENERAL,P
509549,11/06/2012,11/06/2012 - STATE GENERAL,P
509549,11/04/2014,11/04/2014 - STATE GENERAL,P
509549,11/08/2016,11/08/2016 - STATE GENERAL,P
826720,09/14/2004,09/14/2004 - STATE PRIMARY,P
826720,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
826720,09/12/2000,STATE PRIMARY ELECTION,P
826720,11/07/2000,STATE GENERAL,P
826720,09/15/1998,STATE PRIMARY ELECTION,P
826720,11/03/1998,STATE GENERAL,P
826720,11/04/1997,SCHOOL BOARD ELECTION,P
826720,09/10/1996,STATE PRIMARY ELECTION,P
826720,11/05/1996,STATE GENERAL,P
826720,11/07/1995,SCHOOL BOARD ELECTION,P
826720,09/13/1994,STATE PRIMARY ELECTION,P
826720,11/08/1994,STATE GENERAL,P
826720,11/06/2001,SCHOOL DISTRICT ELECTIONS-2001,P
826720,11/02/2004,11/02/2004 - STATE GENERAL,P
826720,09/10/2002,09-10-2002 STATE PRIMARY,P
826720,11/08/2005,11/08/2005 - SPEC ELECT CITYWIDE ALBERT LEA,P
826720,09/12/2006,09/12/2006 - STATE PRIMARY,P
826720,11/07/2006,11/07/2006 - STATE GENERAL,P
826720,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 241 - ALBERT LEA,P
826720,09/09/2008,09/09/2008 - STATE PRIMARY,P
826720,11/04/2008,11/04/2008 - STATE GENERAL,P
826720,08/10/2010,08/10/2010 - STATE PRIMARY,P
826720,11/02/2010,11/02/2010 - STATE GENERAL,P
795164,11/02/1999,SCHOOL BOARD ELECTION,P
795164,11/03/1998,STATE GENERAL,P
795164,11/05/1996,STATE GENERAL,P
795164,11/08/1994,STATE GENERAL,P
795164,11/02/2004,11/02/2004 - STATE GENERAL,P
795164,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
795164,11/07/2006,11/07/2006 - STATE GENERAL,P
795164,11/04/2008,11/04/2008 - STATE GENERAL,P
795164,08/10/2010,08/10/2010 - STATE PRIMARY,P
795164,11/06/2012,11/06/2012 - STATE GENERAL,P
795164,11/08/2016,11/08/2016 - STATE GENERAL,P
763790,11/07/2000,STATE GENERAL,P
763790,11/03/1998,STATE GENERAL,P
763790,11/05/1996,STATE GENERAL,P
763790,11/08/1994,STATE GENERAL,P
763790,11/02/2004,11/02/2004 - STATE GENERAL,P
763790,11/04/2008,11/04/2008 - STATE GENERAL,P
763790,11/06/2012,11/06/2012 - STATE GENERAL,P
763790,11/04/2014,11/04/2014 - STATE GENERAL,P
763790,11/08/2016,11/08/2016 - STATE GENERAL,P
826720,08/14/2012,08/14/2012 - STATE PRIMARY,P
826720,11/06/2012,11/06/2012 - STATE GENERAL,P
826720,08/12/2014,08/12/2014 - STATE PRIMARY,P
826720,11/04/2014,11/04/2014 - STATE GENERAL,P
826720,08/09/2016,08/09/2016 - STATE PRIMARY,P
826720,11/08/2016,11/08/2016 - STATE GENERAL,P
826720,05/08/2018,05/08/2018 - SD SPEC ELECT ISD 241 - ALBERT LEA,A
826944,09/14/2004,09/14/2004 - STATE PRIMARY,P
826944,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
826944,09/12/2000,STATE PRIMARY ELECTION,P
826944,11/07/2000,STATE GENERAL,P
826944,09/15/1998,STATE PRIMARY ELECTION,P
826944,11/03/1998,STATE GENERAL,P
826944,11/04/1997,SCHOOL BOARD ELECTION,P
826944,09/10/1996,STATE PRIMARY ELECTION,P
826944,11/05/1996,STATE GENERAL,P
826944,11/08/1994,STATE GENERAL,P
826944,11/06/2001,SCHOOL DISTRICT ELECTIONS-2001,P
826944,11/02/2004,11/02/2004 - STATE GENERAL,P
826944,09/10/2002,09-10-2002 STATE PRIMARY,P
826944,11/08/2005,11/08/2005 - SPEC ELECT CITYWIDE ALBERT LEA,P
826944,09/12/2006,09/12/2006 - STATE PRIMARY,P
826944,11/07/2006,11/07/2006 - STATE GENERAL,P
826944,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 241 - ALBERT LEA,P
826944,09/09/2008,09/09/2008 - STATE PRIMARY,P
826944,11/04/2008,11/04/2008 - STATE GENERAL,P
826944,08/10/2010,08/10/2010 - STATE PRIMARY,P
826944,11/02/2010,11/02/2010 - STATE GENERAL,P
826944,03/15/2011,03/15/2011 - SPEC PRI MCD ALBERT LEA W-01,P
826944,05/03/2011,05/03/2011 - SPEC ELECT MCD ALBERT LEA W-01,P
826944,08/14/2012,08/14/2012 - STATE PRIMARY,P
826944,11/06/2012,11/06/2012 - STATE GENERAL,P
826944,11/05/2013,11/05/2013 - SD SPEC ELECT ISD 241 - ALBERT LEA,A
826944,08/12/2014,08/12/2014 - STATE PRIMARY,P
826944,11/04/2014,11/04/2014 - STATE GENERAL,P
826944,08/09/2016,08/09/2016 - STATE PRIMARY,P
826944,11/08/2016,11/08/2016 - STATE GENERAL,P
826944,05/08/2018,05/08/2018 - SD SPEC ELECT ISD 241 - ALBERT LEA,P
764013,11/07/2000,STATE GENERAL,P
764013,11/04/1997,MUNICIPAL GENERAL,P
764013,11/05/1996,STATE GENERAL,P
764013,11/02/2004,11/02/2004 - STATE GENERAL,P
764013,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
764013,11/07/2006,11/07/2006 - STATE GENERAL,P
764013,11/04/2008,11/04/2008 - STATE GENERAL,P
764013,11/02/2010,11/02/2010 - STATE GENERAL,P
764013,11/06/2012,11/06/2012 - STATE GENERAL,P
764013,11/04/2014,11/04/2014 - STATE GENERAL,P
764013,11/08/2016,11/08/2016 - STATE GENERAL,P
961718,11/05/2002,11-05-02 STATE GENERAL ELECTION,P
961718,11/07/2000,STATE GENERAL,P
961718,11/03/1998,STATE GENERAL,P
961718,11/05/1996,STATE GENERAL,P
961718,03/04/2002,2002 SPECIAL GENERAL - 47A,P
961718,11/02/2004,11/02/2004 - STATE GENERAL,P
961718,11/07/2006,11/07/2006 - STATE GENERAL,P
961718,11/04/2008,11/04/2008 - STATE GENERAL,P
961718,11/02/2010,11/02/2010 - STATE GENERAL,P
961718,11/06/2012,11/06/2012 - STATE GENERAL,P
961718,11/04/2014,11/04/2014 - STATE GENERAL,P
961718,11/08/2016,11/08/2016 - STATE GENERAL,A
961718,05/08/2018,05/08/2018 - SD SPEC ELECT ISD 241 - ALBERT LEA,P
827407,11/02/2004,11/02/2004 - STATE GENERAL,P
827407,11/07/2000,STATE GENERAL,P
827407,11/03/1998,STATE GENERAL,P
827407,11/03/1998,SCHOOL BOARD ELECTION,P
827407,11/05/1996,STATE GENERAL,P
827407,11/07/1995,SCHOOL BOARD ELECTION,P
827407,09/13/1994,STATE PRIMARY ELECTION,P
827407,11/08/1994,STATE GENERAL,P
827407,09/10/2002,09-10-2002 STATE PRIMARY,P
827407,11/04/2003,11/04/2003 GENERAL ELECTION,P
827407,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
827407,11/08/2005,11/08/2005 - SD SPEC ELECT ISD 2886 - GLENVILLE-EMMONS,P
827407,11/07/2006,11/07/2006 - STATE GENERAL,P
827407,11/04/2008,11/04/2008 - STATE GENERAL,P
827407,08/10/2010,08/10/2010 - STATE PRIMARY,P
827407,11/02/2010,11/02/2010 - STATE GENERAL,P
827407,08/14/2012,08/14/2012 - STATE PRIMARY,P
827407,11/06/2012,11/06/2012 - STATE GENERAL,P
827407,08/12/2014,08/12/2014 - STATE PRIMARY,P
827407,11/04/2014,11/04/2014 - STATE GENERAL,P
827407,11/08/2016,11/08/2016 - STATE GENERAL,P
827485,11/02/2004,11/02/2004 - STATE GENERAL,P
827485,11/07/2000,STATE GENERAL,P
827485,11/03/1998,STATE GENERAL,P
827485,11/03/1998,MUNICIPAL GENERAL,P
827485,11/03/1998,SCHOOL BOARD ELECTION,P
827485,11/04/1997,SCHOOL BOARD ELECTION,P
827485,11/05/1996,STATE GENERAL,P
827485,11/05/1996,SCHOOL BOARD ELECTION,P
827485,11/07/1995,SCHOOL BOARD ELECTION,P
827485,11/08/1994,STATE GENERAL,P
827485,11/08/1994,MUNICIPAL GENERAL,P
827485,11/08/1994,SCHOOL BOARD ELECTION,P
827485,11/02/1993,SCHOOL BOARD ELECTION,P
827485,09/10/2002,09-10-2002 STATE PRIMARY,P
827485,11/04/2003,11/04/2003 GENERAL ELECTION,P
827485,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
827485,03/09/2004,03/09/2004 TOWNSHIP ELECTION,P
827485,03/08/2005,03/08/2005 - TOWNSHIP ELECTION,P
827485,11/08/2005,11/08/2005 - SD SPEC ELECT ISD 2886 - GLENVILLE-EMMONS,P
827485,11/07/2006,11/07/2006 - STATE GENERAL,P
827485,11/04/2008,11/04/2008 - STATE GENERAL,P
827485,08/10/2010,08/10/2010 - STATE PRIMARY,P
827485,11/02/2010,11/02/2010 - STATE GENERAL,P
827485,11/06/2012,11/06/2012 - STATE GENERAL,P
827485,11/04/2014,11/04/2014 - STATE GENERAL,P
827485,04/14/2015,04/14/2015 - SD SPEC ELECT ISD 2886 - GLENVILLE-EMMONS,P
827485,11/08/2016,11/08/2016 - STATE GENERAL,P
511026,11/02/2004,11/02/2004 - STATE GENERAL,P
511026,11/06/2001,2001 GENERAL ELECTION,P
511026,09/12/2000,STATE PRIMARY ELECTION,P
511026,11/07/2000,STATE GENERAL,P
511026,11/02/1999,SCHOOL BOARD ELECTION,P
511026,11/03/1998,STATE GENERAL,P
511026,11/04/1997,SCHOOL BOARD ELECTION,P
511026,11/05/1996,STATE GENERAL,P
511026,09/13/1994,STATE PRIMARY ELECTION,P
511026,11/08/1994,STATE GENERAL,P
511026,11/04/2003,11/04/2003 GENERAL ELECTION,P
511026,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
511026,09/14/2004,09/14/2004 - STATE PRIMARY,P
511026,11/08/2005,11/08/2005 - SCHOOL DISTRICT GENERAL,P
511026,09/12/2006,09/12/2006 - STATE PRIMARY,P
511026,11/07/2006,11/07/2006 - STATE GENERAL,P
511026,11/06/2007,11/06/2007 - SCHOOL DISTRICT GENERAL,P
511026,04/29/2008,04/29/2008 - SD SPEC ELECT ISD 077 - MANKATO,P
511026,09/09/2008,09/09/2008 - STATE PRIMARY,P
511026,11/04/2008,11/04/2008 - STATE GENERAL,P
511026,08/10/2010,08/10/2010 - STATE PRIMARY,M
511026,11/02/2010,11/02/2010 - STATE GENERAL,M
511026,08/14/2012,08/14/2012 - STATE PRIMARY,M
511026,11/06/2012,11/06/2012 - STATE GENERAL,M
511026,08/12/2014,08/12/2014 - STATE PRIMARY,M
511026,11/04/2014,11/04/2014 - STATE GENERAL,M
511026,11/03/2015,11/03/2015 - SCHOOL DISTRICT GENERAL,P
511026,08/09/2016,08/09/2016 - STATE PRIMARY,M
511026,11/08/2016,11/08/2016 - STATE GENERAL,M
511026,11/07/2017,11/07/2017 - SCHOOL DISTRICT GENERAL,P
543732,11/06/2001,2001 SCHOOL REFERENDUMS,P
543732,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
543732,11/07/2000,STATE GENERAL,P
543732,11/03/1998,STATE GENERAL,P
543732,11/04/1997,SCHOOL BOARD ELECTION,P
543732,09/10/1996,STATE PRIMARY ELECTION,P
543732,11/05/1996,STATE GENERAL,P
543732,11/07/1995,SCHOOL BOARD ELECTION,P
543732,11/08/1994,STATE GENERAL,P
543732,11/02/2004,11/02/2004 - STATE GENERAL,P
543732,11/07/2006,11/07/2006 - STATE GENERAL,P
543732,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 088 - NEW ULM,P
543732,11/04/2008,11/04/2008 - STATE GENERAL,P
543732,11/02/2010,11/02/2010 - STATE GENERAL,P
543732,11/08/2011,11/08/2011 - SD SPEC ELECT ISD 88 - NEW ULM,P
543732,11/06/2012,11/06/2012 - STATE GENERAL,P
543732,08/12/2014,08/12/2014 - STATE PRIMARY,P
543732,11/04/2014,11/04/2014 - STATE GENERAL,P
543732,11/08/2016,11/08/2016 - STATE GENERAL,M
765022,09/12/2000,STATE PRIMARY ELECTION,P
765022,11/07/2000,STATE GENERAL,P
765022,11/02/1999,SCHOOL BOARD ELECTION,P
765022,11/03/1998,STATE GENERAL,P
765022,11/04/1997,SCHOOL BOARD ELECTION,P
765022,11/05/1996,STATE GENERAL,P
765022,11/05/1996,SCHOOL BOARD ELECTION,P
765022,11/07/1995,SCHOOL BOARD ELECTION,P
765022,09/13/1994,STATE PRIMARY ELECTION,P
765022,11/08/1994,STATE GENERAL,P
765022,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
765022,11/02/2004,11/02/2004 - STATE GENERAL,P
765022,03/12/2002,TOWNSHIP,P
765022,11/04/2003,11/04/2003 GENERAL ELECTION,P
765022,03/08/2005,03/08/2005 - TOWNSHIP ELECTION,P
765022,11/08/2005,11/08/2005 - SCHOOL DISTRICT GENERAL,P
765022,03/14/2006,03/14/2006 - TOWNSHIP ELECTION,P
765022,09/12/2006,09/12/2006 - STATE PRIMARY,P
765022,11/07/2006,11/07/2006 - STATE GENERAL,P
765022,03/13/2007,03/13/2007 - TOWNSHIP ELECTION,P
765022,11/06/2007,11/06/2007 - SD SPEC ELECT ISD 2125 - TRITON,P
765022,11/04/2008,11/04/2008 - STATE GENERAL,P
765022,08/10/2010,08/10/2010 - STATE PRIMARY,P
765022,11/02/2010,11/02/2010 - STATE GENERAL,P
765022,11/29/2011,11/29/2011 - SD SPEC ELECT ISD 2125 - TRITON,P
765022,11/06/2012,11/06/2012 - STATE GENERAL,P
765022,11/04/2014,11/04/2014 - STATE GENERAL,P
765022,11/08/2016,11/08/2016 - STATE GENERAL,P
544040,11/05/2002,11-05-2002 STATE GENERAL ELECTION,P
544040,11/02/2004,11/02/2004 - STATE GENERAL,P
544040,11/06/2001,2001 SCHOOL REFERENDUMS,P
544040,11/07/2000,STATE GENERAL,P
544040,11/07/2000,SCHOOL BOARD ELECTION,P
544040,11/03/1998,STATE GENERAL,P
544040,11/05/1996,STATE GENERAL,P
544040,11/07/2006,11/07/2006 - STATE GENERAL,A
544040,11/04/2008,11/04/2008 - STATE GENERAL,A
544040,11/06/2012,11/06/2012 - STATE GENERAL,A
544040,11/04/2014,11/04/2014 - STATE GENERAL,A
544040,11/08/2016,11/08/2016 - STATE GENERAL,A
511585,11/02/2004,11/02/2004 - STATE GENERAL,P
511585,11/07/2000,STATE GENERAL,P
511585,11/03/1998,STATE GENERAL,P
511585,11/04/1997,SCHOOL BOARD ELECTION,P
